proyecto,ruta,elemento,clasificacion,referencias,justificacion
windows_managers_view,src\core\dvr\context.py,[clase] DVRContext:34,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
windows_managers_view,src\core\dvr\dahua_http.py,[clase] DahuaHTTPStrategy:21,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
windows_managers_view,src\core\dvr\dahua_sdk.py,[clase] NET_DEVICEINFO_Ex:25,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\core\dvr\dahua_sdk.py,[clase] DHDEV_CHANNEL_CFG:44,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\core\dvr\dahua_sdk.py,[clase] DahuaSDKStrategy:56,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
windows_managers_view,src\core\dvr\hikconnect.py,[clase] HikConnectStrategy:39,ACTIVO,5,"usado en 5 modulo(s): get_and_test, get_url, core.dvr.context"
windows_managers_view,src\core\dvr\hikconnect_channel_encoder.py,[clase] HikConnectChannelEncoder:14,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
windows_managers_view,src\core\dvr\hikconnect_channel_encoder.py,[clase] ChannelTypeDetector:107,ACTIVO,2,"usado en 2 modulo(s): gui.components.device_panel, gui.components.render_box.render_box"
windows_managers_view,src\core\dvr\hikvision_http.py,[clase] HikvisionHTTPStrategy:26,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
windows_managers_view,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_DEVICEINFO_V30:26,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_USER_LOGIN_INFO:61,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_DEVICECFG_V40:82,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\core\dvr\hikvision_sdk.py,[clase] HikvisionSDKStrategy:114,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
windows_managers_view,src\core\network\jarvis_api.py,[clase] Jarvis_api:8,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\core\network\socket_client.py,[clase] Socket_services:8,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\core\state_global\hwnd.py,[clase] HwndState:5,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\gui\windows_main.py,[clase] MainWindow:23,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\gui\components\add_device_dialog.py,[clase] AddDeviceDialog:6,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
windows_managers_view,src\gui\components\box_image.py,[clase] Box_cap:11,ACTIVO,1,usado en 1 modulo(s): gui.components.sidebar.sidebar_dock
windows_managers_view,src\gui\components\channel_row.py,[clase] ChannelRow:16,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
windows_managers_view,src\gui\components\custom_status_bar.py,[clase] CustomStatusBar:8,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
windows_managers_view,src\gui\components\device_list.py,[clase] ConnectionCheckThread:10,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\gui\components\device_list.py,[clase] DeviceListWidget:35,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\gui\components\device_panel.py,[clase] DevicePanel:92,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
windows_managers_view,src\gui\components\modal_msm.py,[clase] ModalDialog:9,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
windows_managers_view,src\gui\components\SplashScreen.py,[clase] SplashScreen:8,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\gui\components\custon_btn\btn_footer.py,[clase] BtnIco:6,ACTIVO,3,"usado en 3 modulo(s): gui.windows_main, gui.components.custom_status_bar, gui.components.render_box.render_box"
windows_managers_view,src\gui\components\custon_label\interactive_imageLabel.py,[clase] Interactive_imageLabel:11,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
windows_managers_view,src\gui\components\render_box\render_box.py,[clase] Render_box:112,ACTIVO,2,"usado en 2 modulo(s): main, gui.windows_main"
windows_managers_view,src\gui\components\render_box\sv_overlay.py,[clase] SupervisionOverlay:33,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
windows_managers_view,src\gui\components\sidebar\alerts_sidebar.py,[clase] AlertItemWidget:55,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\gui\components\sidebar\alerts_sidebar.py,[clase] AlertsSidebar:310,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\gui\components\sidebar\dvr_tree.py,[clase] ChannelItem:20,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\gui\components\sidebar\dvr_tree.py,[clase] DVRGroupItem:104,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\gui\components\sidebar\dvr_tree.py,[clase] DVRTree:164,ACTIVO,2,"usado en 2 modulo(s): gui.windows_main, gui.components.sidebar.sidebar_dock"
windows_managers_view,src\gui\components\sidebar\sidebar_dock.py,[clase] Sidebar_Dock:20,ACTIVO,2,"usado en 2 modulo(s): main, gui.windows_main"
windows_managers_view,src\gui\components\title_bar\window_bar.py,[clase] CustomTitleBar:16,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
windows_managers_view,src\model\settings_model.py,[clase] SettingsModel:9,ACTIVO,2,"usado en 2 modulo(s): main, model"
windows_managers_view,src\model\windows\list_windows.py,[funcion] open_windows_windows:10,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\utils\files\print_png.py,[funcion] buffer_to_png:5,MUERTO,0,modulo no alcanzable y 0 referencias externas
windows_managers_view,src\workers\capture_woker.py,[funcion] capture_window_by_hwnd:40,DUDOSO,4,"modulo no alcanzable, pero el simbolo se cita en 4 modulo(s)"
windows_managers_view,src\workers\capture_woker.py,[funcion] pil_image_to_png_bytes:101,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
windows_managers_view,src\workers\dvr_connect_worker.py,[clase] DVRConnectWorker:9,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
windows_managers_view,src\workers\rtsp_worker.py,[clase] RTSPWorker:14,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
windows_managers_view,test\test.py,[funcion] main:5,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
Amazonas View,src\__init__.py,[modulo] __init__,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
Amazonas View,src\core\__init__.py,[modulo] core,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\core\app_singleton.py,[modulo] core.app_singleton,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\core\capture_exaple.py,[modulo] core.capture_exaple,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\core\dvr\__init__.py,[modulo] core.dvr,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\core\dvr\base.py,[modulo] core.dvr.base,DUDOSO,6,"NO alcanzable, pero 6 modulo(s) lo importan: core.dvr.context, core.dvr.dahua_http, core.dvr.dahua_sdk"
Amazonas View,src\core\dvr\context.py,[modulo] core.dvr.context,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
Amazonas View,src\core\dvr\dahua_http.py,[modulo] core.dvr.dahua_http,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
Amazonas View,src\core\dvr\dahua_sdk.py,[modulo] core.dvr.dahua_sdk,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
Amazonas View,src\core\dvr\hikconnect.py,[modulo] core.dvr.hikconnect,DUDOSO,3,"NO alcanzable, pero 3 modulo(s) lo importan: get_and_test, get_url, core.dvr.context"
Amazonas View,src\core\dvr\hikconnect_channel_encoder.py,[modulo] core.dvr.hikconnect_channel_encoder,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\core\dvr\hikvision_http.py,[modulo] core.dvr.hikvision_http,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
Amazonas View,src\core\dvr\hikvision_sdk.py,[modulo] core.dvr.hikvision_sdk,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
Amazonas View,src\core\network\__init__.py,[modulo] core.network,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\core\network\jarvis_api.py,[modulo] core.network.jarvis_api,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\core\network\socket_client.py,[modulo] core.network.socket_client,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\core\state_global\__init__.py,[modulo] core.state_global,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\core\state_global\hwnd.py,[modulo] core.state_global.hwnd,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\core\window_controller.py,[modulo] core.window_controller,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\core\window_global.py,[modulo] core.window_global,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\core\windows_detector.py,[modulo] core.windows_detector,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,get_and_test.py,[modulo] get_and_test,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
Amazonas View,get_url.py,[modulo] get_url,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
Amazonas View,src\gui\__init__.py,[modulo] gui,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\gui\components\__init__.py,[modulo] gui.components,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\gui\components\SplashScreen.py,[modulo] gui.components.SplashScreen,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\add_device_dialog.py,[modulo] gui.components.add_device_dialog,MUERTO,0,NO alcanzable y 0 modulos lo importan
Amazonas View,src\gui\components\box_image.py,[modulo] gui.components.box_image,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\captures_panel.py,[modulo] gui.components.captures_panel,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\channel_row.py,[modulo] gui.components.channel_row,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\custom_status_bar.py,[modulo] gui.components.custom_status_bar,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\custon_btn\__init__.py,[modulo] gui.components.custon_btn,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\gui\components\custon_btn\btn_footer.py,[modulo] gui.components.custon_btn.btn_footer,ACTIVO,3,alcanzable desde main; 3 modulo(s) lo importan
Amazonas View,src\gui\components\custon_label\interactive_imageLabel.py,[modulo] gui.components.custon_label.interactive_imageLabel,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\device_panel.py,[modulo] gui.components.device_panel,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\render_box\render_box.py,[modulo] gui.components.render_box.render_box,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\sidebar\capturas_sidebar.py,[modulo] gui.components.sidebar.capturas_sidebar,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\gui\components\sidebar\dvr_tree.py,[modulo] gui.components.sidebar.dvr_tree,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\components\sidebar\sidebar_dock.py,[modulo] gui.components.sidebar.sidebar_dock,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\gui\components\title_bar\window_bar.py,[modulo] gui.components.title_bar.window_bar,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\gui\styles\tema.py,[modulo] gui.styles.tema,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
Amazonas View,src\gui\windows_main.py,[modulo] gui.windows_main,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\main.py,[modulo] main,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\model\__init__.py,[modulo] model,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\model\settings_model.py,[modulo] model.settings_model,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\model\windows\__init__.py,[modulo] model.windows,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\model\windows\list_windows.py,[modulo] model.windows.list_windows,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,test\test.py,[modulo] test.test,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
Amazonas View,src\workers\__init__.py,[modulo] workers,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
Amazonas View,src\workers\capture_woker.py,[modulo] workers.capture_woker,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
Amazonas View,src\workers\dvr_connect_worker.py,[modulo] workers.dvr_connect_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\workers\rtsp_worker.py,[modulo] workers.rtsp_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\workers\video_worker.py,[modulo] workers.video_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
Amazonas View,src\main.py,[funcion] load_stylesheet:30,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\main.py,[funcion] main:43,ACTIVO,3,"usado en 3 modulo(s): core.app_singleton, workers.capture_woker, test.test"
Amazonas View,src\core\app_singleton.py,[clase] AppSingleton:11,ACTIVO,1,usado en 1 modulo(s): main
Amazonas View,src\core\capture_exaple.py,[funcion] capture_window_by_hwnd:17,ACTIVO,3,"usado en 3 modulo(s): gui.components.box_image, gui.components.render_box.render_box, workers.capture_woker"
Amazonas View,src\core\capture_exaple.py,[funcion] window_exists:101,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
Amazonas View,src\core\capture_exaple.py,[funcion] get_title:111,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
Amazonas View,src\core\capture_exaple.py,[funcion] pil_image_to_png_bytes:116,ACTIVO,3,"usado en 3 modulo(s): gui.components.box_image, gui.components.render_box.render_box, workers.capture_woker"
Amazonas View,src\core\windows_detector.py,[clase] WindowScannerThread:28,ACTIVO,1,usado en 1 modulo(s): core.window_global
Amazonas View,src\core\window_controller.py,[funcion] list_windows:22,ACTIVO,2,"usado en 2 modulo(s): main, gui.components.sidebar.sidebar_dock"
Amazonas View,src\core\window_controller.py,[funcion] activate_window:38,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] close_window:51,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] minimize_window:62,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] maximize_window:73,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] send_text_to_window:83,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] send_enter_to_window:92,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] send_text_and_enter:102,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_controller.py,[funcion] set_window_always_on_top:114,ACTIVO,2,"usado en 2 modulo(s): gui.components.box_image, gui.components.render_box.render_box"
Amazonas View,src\core\window_controller.py,[funcion] lock_window_position:184,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\core\window_global.py,[clase] Windows_monitor:12,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\core\dvr\base.py,[clase] ChannelInfo:11,DUDOSO,6,"modulo no alcanzable, pero el simbolo se cita en 6 modulo(s)"
Amazonas View,src\core\dvr\base.py,[clase] DeviceInfo:31,DUDOSO,9,"modulo no alcanzable, pero el simbolo se cita en 9 modulo(s)"
Amazonas View,src\core\dvr\base.py,[clase] DVRStrategy:58,DUDOSO,7,"modulo no alcanzable, pero el simbolo se cita en 7 modulo(s)"
Amazonas View,src\core\dvr\context.py,[clase] DVRContext:34,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
Amazonas View,src\core\dvr\dahua_http.py,[clase] DahuaHTTPStrategy:21,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
Amazonas View,src\core\dvr\dahua_sdk.py,[clase] NET_DEVICEINFO_Ex:25,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\core\dvr\dahua_sdk.py,[clase] DHDEV_CHANNEL_CFG:44,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\core\dvr\dahua_sdk.py,[clase] DahuaSDKStrategy:56,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
Amazonas View,src\core\dvr\hikconnect.py,[clase] HikConnectStrategy:31,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
Amazonas View,src\core\dvr\hikconnect_channel_encoder.py,[clase] HikConnectChannelEncoder:14,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
Amazonas View,src\core\dvr\hikconnect_channel_encoder.py,[clase] ChannelTypeDetector:101,ACTIVO,2,"usado en 2 modulo(s): gui.components.device_panel, gui.components.render_box.render_box"
Amazonas View,src\core\dvr\hikvision_http.py,[clase] HikvisionHTTPStrategy:26,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
Amazonas View,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_DEVICEINFO_V30:26,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_USER_LOGIN_INFO:61,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_DEVICECFG_V40:82,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\core\dvr\hikvision_sdk.py,[clase] HikvisionSDKStrategy:114,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
Amazonas View,src\core\network\jarvis_api.py,[clase] Jarvis_api:8,ACTIVO,1,usado en 1 modulo(s): main
Amazonas View,src\core\network\socket_client.py,[clase] Socket_services:8,ACTIVO,1,usado en 1 modulo(s): main
Amazonas View,src\core\state_global\hwnd.py,[clase] HwndState:5,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\gui\windows_main.py,[clase] MainWindow:26,ACTIVO,1,usado en 1 modulo(s): main
Amazonas View,src\gui\components\add_device_dialog.py,[clase] AddDeviceDialog:6,MUERTO,0,modulo no alcanzable y 0 referencias externas
Amazonas View,src\gui\components\box_image.py,[clase] Box_cap:11,ACTIVO,1,usado en 1 modulo(s): gui.components.sidebar.sidebar_dock
Amazonas View,src\gui\components\captures_panel.py,[clase] CapturesPanel:143,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
Amazonas View,src\gui\components\channel_row.py,[clase] ChannelRow:16,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
Amazonas View,src\gui\components\custom_status_bar.py,[clase] CustomStatusBar:8,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
Amazonas View,src\gui\components\device_panel.py,[clase] DevicePanel:92,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
Amazonas View,src\gui\components\SplashScreen.py,[clase] SplashScreen:8,ACTIVO,1,usado en 1 modulo(s): main
Amazonas View,src\gui\components\custon_btn\btn_footer.py,[clase] BtnIco:6,ACTIVO,3,"usado en 3 modulo(s): gui.windows_main, gui.components.custom_status_bar, gui.components.render_box.render_box"
Amazonas View,src\gui\components\custon_label\interactive_imageLabel.py,[clase] Interactive_imageLabel:14,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
Amazonas View,src\gui\components\render_box\render_box.py,[clase] Render_box:122,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
Amazonas View,src\gui\components\sidebar\capturas_sidebar.py,[clase] CapturasSidebar:170,ACTIVO,2,"usado en 2 modulo(s): main, gui.components.captures_panel"
Amazonas View,src\gui\components\sidebar\dvr_tree.py,[clase] ChannelItem:20,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\gui\components\sidebar\dvr_tree.py,[clase] DVRGroupItem:91,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
Amazonas View,src\gui\components\sidebar\dvr_tree.py,[clase] DVRTree:151,ACTIVO,2,"usado en 2 modulo(s): gui.windows_main, gui.components.sidebar.sidebar_dock"
Amazonas View,src\gui\components\sidebar\sidebar_dock.py,[clase] Sidebar_Dock:20,ACTIVO,2,"usado en 2 modulo(s): main, gui.windows_main"
Amazonas View,src\gui\components\title_bar\window_bar.py,[clase] CustomTitleBar:16,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
Amazonas View,src\gui\styles\tema.py,[funcion] color_genero:58,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
Amazonas View,src\gui\styles\tema.py,[funcion] tarjeta:64,ACTIVO,2,"usado en 2 modulo(s): gui.components.captures_panel, gui.components.sidebar.capturas_sidebar"
Amazonas View,src\gui\styles\tema.py,[funcion] boton:75,ACTIVO,4,"usado en 4 modulo(s): gui.components.captures_panel, gui.components.custon_label.interactive_imageLabel, gui.components.render_box.render_box"
Amazonas View,src\model\settings_model.py,[clase] SettingsModel:9,ACTIVO,2,"usado en 2 modulo(s): main, model"
Amazonas View,src\model\windows\list_windows.py,[funcion] open_windows_windows:10,ACTIVO,1,usado en 1 modulo(s): main
Amazonas View,src\workers\capture_woker.py,[funcion] capture_window_by_hwnd:28,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
Amazonas View,src\workers\capture_woker.py,[funcion] pil_image_to_png_bytes:89,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
Amazonas View,src\workers\dvr_connect_worker.py,[clase] DVRConnectWorker:9,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
Amazonas View,src\workers\rtsp_worker.py,[clase] RTSPWorker:14,ACTIVO,2,"usado en 2 modulo(s): gui.components.render_box.render_box, workers.video_worker"
Amazonas View,src\workers\video_worker.py,[funcion] es_archivo_de_video:43,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
Amazonas View,src\workers\video_worker.py,[clase] VideoFileWorker:49,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
Amazonas View,test\test.py,[funcion] main:5,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
SERVER-IA PERIMETRALES,src\__init__.py,[modulo] __init__,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
SERVER-IA PERIMETRALES,src\analityc\__init__.py,[modulo] analityc,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\config\__init__.py,[modulo] analityc.config,ACTIVO,0,alcanzable desde iniciar_servidor_headless; 0 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\config\config.py,[modulo] analityc.config.config,ACTIVO,6,alcanzable desde iniciar_servidor_headless; 6 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\__init__.py,[modulo] analityc.core,ACTIVO,9,alcanzable desde iniciar_servidor_headless; 9 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\Hummus.py,[modulo] analityc.core.Hummus,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\Misters.py,[modulo] analityc.core.Misters,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\__init__.py,[modulo] analityc.core.analytics,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\agregador_demografico.py,[modulo] analityc.core.analytics.agregador_demografico,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: scripts.test_agregador"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\analizador_pendientes.py,[modulo] analityc.core.analytics.analizador_pendientes,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\body_reidentifier.py,[modulo] analityc.core.analytics.body_reidentifier,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\config.py,[modulo] analityc.core.analytics.config,ACTIVO,14,alcanzable desde iniciar_servidor_headless; 14 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\demographics.py,[modulo] analityc.core.analytics.demographics,ACTIVO,6,alcanzable desde iniciar_servidor_headless; 6 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\estimador_edad_genero.py,[modulo] analityc.core.analytics.estimador_edad_genero,ACTIVO,6,alcanzable desde iniciar_servidor_headless; 6 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\face_reidentifier.py,[modulo] analityc.core.analytics.face_reidentifier,ACTIVO,3,alcanzable desde iniciar_servidor_headless; 3 modulo(s) lo importan
SERVER-IA PERIMETRALES,src\analityc\core\analytics\heatmap.py,[modulo] analityc.core.analytics.heatmap,ACTIVO,1,alcanzable desde iniciar_servidor_headless; 1 modulo(s) lo importan
